id,message,category
89,"Last week you checked out Manolo Blahnik x Birkenstock, so today, I decided to tell you about another collab  Dior x Birkenstock that we will definitely see more than once.

At the Dior Men Fall 2022 show, I enjoyed the cutest Birkens in beige and gray. They had flowers, felt details, and buckles with outdoor elements - simply the best from Dior and Birkenstock in one bottle.

Formally, the line is for men, but I’m sure that this will stop a few people. I definitely wouldn’t pass by🤍

#shoes2022",0
90,"Dear Zara does not lag behind luxury on all fronts 😉 and stubbornly knocks on the METAuniverse.

Zara x Zepeto is a capsule from which you can buy things physically and virtually.

#METAfashionINVOGA",0
91,"The most successful American music festival Coachella, which takes place in the state of California, was marked in 2022 by the following fashion trends:

mesh, mesh, and solid mesh;
fringe;
glitter and sequins;
cuts;
""butterflies"" in all manifestations;
mini and low rise;
corsets and crop tops;
transparent dresses, tops, skirts.

#inspirationINVOGA",0
92,"Fringe is not inferior to its position in ranking the most popular decor for spring-summer 2022.

We are no longer surprised because we saw her not one or two previous seasons. But this spring and summer, it will be significantly longer and primarily thin. So that we don’t have to sweep the floors😂

A unique chic of the upcoming summer is a fringe on the grid🤩

#inspirationINVOGA",0
93,"A drop of love  ❤️ Alaia's heart bag is now everywhere and everywhere.

And so, I want love to triumph in the world and be not only in the form of a bag.

#INVOGAbags",0
94,"And today we are talking about modern Cinderella shoes. Yesterday I saw live the result of the Manolo Blahnik x Birkenstock collab😃

This is what all the well-known Manolo Blahnik boats have turned into - the result is not for the faint of heart🤪😂 But what is really impressive is the suitcase packaging🧳🤩

Do you want to try on your glass slipper?👠

#shoes2022",0
95,"If your summer wardrobe already has a couple of white tank tops, you can safely double or triple their number. In 2022, this is one of the most relevant models.

Their difficulty lies in the fact that, due to the plunging neckline on the shoulders, they can only be worn WITHOUT underwear - relax and wear it on your naked body.

In terms of styling, there are absolutely no taboos and restrictions, from jeans and shorts to evening skirts and heels.

#inspirationINVOGA",0
96,"And if you are bored with an ordinary white tank tops , and you decide to have fun with scissors✂️, then catch a couple of options:

Tutorial by Julia Fox included😂🙈

#INVOGAtops
#StylingMyself",0
97,"Meet virtual model Aliona Paul. The world is becoming less and less tangible 🌐 And it remains only to be included in this process. About a year ago, I read an interview about the advantages of virtual models. I remember that they never get sick and do not have complexes and prejudices about the clothes they show (although there was a longer list).

What do you think about this?

#METAfashionINVOGA",0
98,"A bit of color therapy on Sunday morning. If the weather still does not allow you to change into ballet shoes, then enjoy the color💚💛🧡❤️💙💜

Above is proof that it’s hard to find something better than colored boots in spring, and you don’t want to😉

#inspirationINVOGA
#shoes2022",0
99,"Burberry Fall 2022 Menswear is a guide to hoods - on trench coats, shirts, sweatshirts... 
But if hoods are a common thing, then caps without back, and trousers with a high waist make us wonder: ""Is everything normal""?😂

#fashionweek
#INVOGAmen",0
100,"And today I will tell you about another bright digital collaboration Converse x Bitmoji. A digital collection includes T-shirts, shorts, hoodies and of course the iconic Chuck Taylor All Star sneakers👟 in multiple colors.

The capsule should draw attention to Snapchat's new feature, outfit sharing. Now Snapchatters can share their Bitmoji outfits with friends and try other users' looks on their own avatar.

🤫 And for those who still prefer to dress in the real world, Converse will also be releasing physical pairs of the new Lugged 2.0 model, which are on sale today. The digital collection is already available on the Bitmoji and Snapchat apps.

#METAfashionINVOGA",0
101,"It is already clear that this spring and summer, tops are becoming incredibly popular, the reason for this is the influence of the 2000s, and the remnants of the aesthetic of post-pandemic convenience. In short (more to come), then here are the main TOP-3 tops😊:

- top bandeau
- top corset
- tank tops 

Are you ready to bare your bellies?😉

#inspirationINVOGA",0
102,"If you are one of those who expected that ugly shoes will remain in the past and this year we will all be wearing elegant heels, then I have to upset you.🤷🏼‍♀️ And please those who stand up for convenience, comfort, and indifference to anything and everything. 😂 Crocs are not the ugliest thing that awaits us this coming summer, in preparation for this I propose to consider a selection from the latest shows.

Photos in sequence👇🏼
Balmain
GCDS
Givenchy
DSquared2
Palm Angels
Balenciaga Crocs Pool
Stella McCartney

#shoes2022
#fashionweek",0
103,"Cosmetics are also rushing into the METAuniverse🌐

MAC introduced their NFT lipsticks using drawings by Keith Haring -   3 types of NFT. An interesting gradation of prices by color:

🔴Red - $25,
🔵Blue - $150,
🟡Yellow - $1000.

Well, as you understand, the yellow lips of the avatar are the most prestigious👌🏼 😂

#METAfashionINVOGA",0
104,"We understood the general mood of the Grammys. Now a little about exciting details:

We saw twice blown glass Coperni bag - ✌🏼 Blue with golden sweets inside - the best💙
Chanel men's tweed suit - yes, it turns out that this also exists😜
Archive dress Versace 1992 on Dua Lipa
A red leather beret on 78-year-old Joni Mitchell ❤️
Blue hair for men - a coincidence or a trend?🤔
A jacket for a naked male body (or almost naked) - already seen at the Oscars, definitely a men's fashion trend.

#inspirationINVOGA",0
105,"At yesterday's Grammy ceremony, all outfits can be conditionally divided into:

🤪full cringe 
⚪️ minimalism - in color and without
✨ ""you need to live in splendor""

In general, everything is like in life🤷🏼‍♀️ There is a place for everyone😉

#inspirationINVOGA",0
106,"Rhinestone make-up gets a new take on Burberry show Fall 2022. And even if it's not for every day, it's a work of art🤍

More recently, we have seen this at Fendi and Simone Rocha. 

#beautyINVOGA",0
107,"Digital couture (yes, this one also exists) by Supramolecule 😉

For example, the Crystal wedding dress consists of a carved corset with curls of shells, a lace skirt, a parametric gradient skirt of crystals, and shining diamonds.

Or maybe you want to try on abstract Chaos, which is distorted and intertwined, turning into a beautiful outfit?

For dessert, I will offer a digital Chinese national dress and a blouse cut and polished from a piece of ore.

#METAfashionINVOGA",0
108,"Patchwork as the most understandable and literal vision of upcycling continues to flourish and multiply 😉 Denim, blanket jackets, deconstructive shirts - do not limit your imagination. Try to do it yourself, focusing on the references above, or look for something similar in the finished version.

#inspirationINVOGA
#INVOGAdenim",0
109,"Philipp Plein is arguably the most famous🥇 designer in the digital🌐 fashion world. A few facts about him:

☝🏼He is the first designer to officially purchase land in the Decentraland meta-universe for $1.4 million and build the vast Plein Plaza complex there. And this skyscraper is located right at the point where users first enter the metaverse.

✌🏼He was the first to start accepting payment for his physical collections for cryptocurrency in August 2021.

☝🏼✌🏼Philipp Plein and 3D artist Antoni Tudisco have teamed up with 21st-century auction house Portion and launched the first-ever clothing line Plein Sport.

To be honest, I think, that this is the right direction for Philipp Plein. Sometimes, it seems that his clothes are really for another world. Why not for METAverse? 😉

#METAfashionINVOGA",0
